Player,Team,Jersey,Nation,Main_Position,Positions,Age,Minutes,Goals,Assists,Penalty_Shoot_on_Goal,Penalty_Shoot,Total_Shoot,Shoot_on_Target,Yellow_Cards,Red_Cards,Touches,Dribbles,Tackles,Blocks,Expected_Goals_xG,Non_Penalty_xG_npxG,Expected_Assists_xAG,Shot_Creating_Actions,Goal_Creating_Actions,Passes_Completed,Passes_Attempted,Pass_Completion,Progressive_Passes,Carries,Progressive_Carries,Dribble_Attempts,Successful_Dribbles
Tom Cairney,Fulham,10,SCO,DM,DM,33,32,0,0,0,0,0,0,0,0,41,0,0,2,0,0,0,2,0,34,39,87,8,25,0,0,0
Antonee Robinson,Fulham,33,USA,LB,LB,27,90,0,0,0,0,1,1,0,0,84,4,2,2,0,0,0.6,1,0,54,73,74,6,48,1,2,2
Calvin Bassey,Fulham,3,NGA,CB,CB,24,90,0,0,0,0,0,0,1,0,90,0,1,3,0,0,0,1,0,75,83,90,8,58,0,0,0
Joachim Andersen,Fulham,5,DEN,CB,CB,28,90,0,0,0,0,0,0,0,0,63,2,0,2,0,0,0,0,0,50,58,86,8,28,0,0,0
Kenny Tete,Fulham,2,NED,RB,RB,29,70,0,1,0,0,1,0,1,0,61,3,2,2,0,0,0.1,1,1,36,45,80,4,22,0,3,2
Timothy Castagne,Fulham,21,BEL,RB,RB,28,20,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,17,19,89,2,9,0,1,1
Bernd Leno,Fulham,1,GER,GK,GK,32,90,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,31,31,100,0,24,0,0,0
Jørgen Strand Larsen,Wolverhampton Wanderers,9,NOR,FW,FW,24,90,0,1,0,0,1,0,0,0,23,0,0,1,0.1,0.1,0.2,1,1,7,16,43,1,12,1,0,0
Matheus Cunha,Wolverhampton Wanderers,10,BRA,AM,AM,25,89,2,1,0,0,4,2,0,0,48,0,2,0,0.8,0.8,0.1,4,1,20,29,69,3,28,3,4,2
Gonçalo Guedes,Wolverhampton Wanderers,29,POR,AM,AM,27,1,1,0,0,0,1,1,0,0,3,0,0,0,0.2,0.2,0,0,0,0,0,,0,3,0,0,0
Jean-Ricner Bellegarde,Wolverhampton Wanderers,27,FRA,AM,AM,26,86,0,0,0,0,0,0,0,0,29,1,1,1,0,0,0,2,1,14,19,73,4,15,1,3,1
Matt Doherty,Wolverhampton Wanderers,2,IRL,AM,"AM,WB",32,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,100,0,0,0,0,0
João Gomes,Wolverhampton Wanderers,8,BRA,CM,CM,23,89,1,1,0,0,4,2,0,0,70,5,0,1,0.2,0.2,0,4,2,47,52,90,7,32,3,4,3
Tommy Doyle,Wolverhampton Wanderers,20,ENG,CM,CM,23,1,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,4,5,80,0,3,0,0,0
André,Wolverhampton Wanderers,7,BRA,CM,CM,23,90,0,0,0,0,0,0,0,0,48,2,1,2,0,0,0,1,1,34,38,89,3,19,1,1,0
Rodrigo Gomes,Wolverhampton Wanderers,19,POR,WB,WB,21,89,0,0,0,0,0,0,0,0,34,1,1,1,0,0,0.1,2,0,14,25,56,2,17,3,1,0
Hwang Hee-chan,Wolverhampton Wanderers,11,KOR,WB,"WB,AM",28,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,100,0,1,0,0,0
Nélson Semedo,Wolverhampton Wanderers,22,POR,WB,WB,31,89,0,0,0,0,0,0,0,0,44,2,0,1,0,0,0.1,2,0,28,35,80,1,21,1,6,2
Alfie Pond,Wolverhampton Wanderers,46,ENG,CB,"CB,WB",20,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,100,0,1,0,0,0
Rayan Aït-Nouri,Wolverhampton Wanderers,3,ALG,CB,CB,23,90,0,0,0,0,0,0,0,0,78,3,0,3,0,0,0,1,0,52,57,91,2,36,0,4,1
Toti Gomes,Wolverhampton Wanderers,24,POR,CB,CB,25,90,0,0,0,0,0,0,0,0,77,0,1,1,0,0,0,0,0,61,65,93,2,38,1,0,0
Mario Lemina,Wolverhampton Wanderers,5,GAB,CB,CB,31,90,0,1,0,0,0,0,0,0,74,3,2,0,0,0,0.7,3,2,50,60,83,4,40,0,0,0
José Sá,Wolverhampton Wanderers,1,POR,GK,GK,31,90,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,14,21,66,0,14,0,1,1
Erling Haaland,Manchester City,9,NOR,FW,FW,24,90,0,0,0,0,7,2,0,0,23,0,1,0,0.8,0.8,0.1,4,0,8,10,80,1,15,0,1,1
Sávio,Manchester City,26,BRA,LW,"LW,RW",20,73,0,0,0,0,2,1,0,0,33,0,0,0,0.1,0.1,0.3,7,0,19,27,70,5,28,6,4,2
Kevin De Bruyne,Manchester City,17,BEL,CM,CM,33,17,0,0,0,0,1,0,1,0,32,1,0,0,0,0,0.2,4,0,18,28,64,3,25,1,1,1
Phil Foden,Manchester City,47,ENG,RW,"RW,LW,CM",24,90,0,0,0,0,5,1,0,0,42,0,0,0,0.5,0.5,0,3,0,23,30,76,5,18,2,1,1
Bernardo Silva,Manchester City,20,POR,RM,"RM,LM",30,90,0,0,0,0,1,0,1,0,88,1,1,0,0.1,0.1,0.6,5,0,71,81,87,9,70,8,2,1
İlkay Gündoğan,Manchester City,19,GER,CM,"CM,DM",34,90,0,0,0,0,1,1,0,0,97,2,1,3,0.1,0.1,0.1,3,0,82,88,93,9,67,1,2,1
Rico Lewis,Manchester City,82,ENG,RM,"RM,LM",20,73,0,0,0,0,1,0,1,0,54,2,2,3,0,0,0,1,0,44,46,95,3,35,1,1,1
Jack Grealish,Manchester City,10,ENG,LM,LM,29,17,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0.1,3,0,8,9,88,0,9,2,1,1
Joško Gvardiol,Manchester City,24,CRO,LB,LB,22,90,0,0,0,0,2,0,0,0,73,1,0,1,0.3,0.3,0.7,9,0,56,64,87,6,48,5,1,0
Manuel Akanji,Manchester City,25,SUI,CB,CB,29,90,0,0,0,0,2,0,1,0,76,3,1,0,0.1,0.1,0,1,0,65,67,97,12,57,3,0,0
John Stones,Manchester City,5,ENG,CB,CB,30,45,0,0,0,0,0,0,0,0,37,2,2,0,0,0,0,0,0,28,31,90,1,26,0,0,0
Nathan Aké,Manchester City,6,NED,CB,CB,29,45,0,0,0,0,1,0,0,0,38,0,0,0,0.1,0.1,0,1,0,32,35,91,10,24,1,0,0
Kyle Walker,Manchester City,2,ENG,RB,RB,34,90,0,0,0,0,0,0,0,0,88,1,0,3,0,0,0,3,0,73,81,90,7,44,2,1,0
Ederson,Manchester City,31,BRA,GK,GK,31,90,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,19,21,90,0,15,0,0,0
Dominic Solanke,Tottenham Hotspur,19,ENG,FW,FW,27,90,0,1,0,0,1,1,0,0,22,0,0,0,0.1,0.1,0.4,2,1,9,12,75,1,15,2,3,0
Son Heung-min,Tottenham Hotspur,7,KOR,LW,LW,32,62,0,1,0,0,1,1,0,0,48,0,0,0,0,0,0.2,2,1,31,42,73,4,34,5,1,0
Brennan Johnson,Tottenham Hotspur,22,WAL,LW,"LW,RW",23,28,1,0,0,0,2,1,0,0,10,1,0,0,1.1,1.1,0,1,0,3,3,100,0,6,0,1,1
Dejan Kulusevski,Tottenham Hotspur,21,SWE,RW,"RW,RM",24,90,0,1,0,0,1,1,0,0,29,1,0,0,0.1,0.1,0.8,5,2,17,24,70,4,24,4,4,4
James Maddison,Tottenham Hotspur,10,ENG,LM,LM,28,88,2,0,0,0,2,2,0,0,58,2,1,1,0.8,0.8,0,2,1,42,48,87,1,44,3,2,2
Timo Werner,Tottenham Hotspur,16,GER,LW,"LW,LM",28,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,100,0,1,1,0,0
Yves Bissouma,Tottenham Hotspur,8,MLI,CM,CM,28,90,0,0,0,0,1,0,1,0,56,2,2,0,0,0,0,1,0,43,47,91,0,35,1,2,0
Pape Matar Sarr,Tottenham Hotspur,29,SEN,RM,RM,22,89,0,0,0,0,0,0,1,0,39,3,1,3,0,0,0,1,0,26,31,83,1,23,0,0,0
Lucas Bergvall,Tottenham Hotspur,15,SWE,LM,"LM,RM",18,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,100,0,2,0,0,0
Destiny Udogie,Tottenham Hotspur,13,ITA,LB,LB,21,89,0,0,0,0,0,0,0,0,55,3,0,1,0,0,0,1,0,36,45,80,3,31,3,1,0
Djed Spence,Tottenham Hotspur,24,ENG,LB,LB,24,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,100,0,1,0,0,0
Ben Davies,Tottenham Hotspur,33,WAL,CB,CB,31,90,0,0,0,0,0,0,0,0,75,0,0,1,0,0,0,0,0,54,66,81,2,46,0,0,0
Radu Drăgușin,Tottenham Hotspur,6,ROU,CB,CB,22,90,0,0,0,0,0,0,0,0,43,1,1,3,0,0,0,1,1,30,36,83,1,27,0,0,0
Pedro Porro,Tottenham Hotspur,23,ESP,RB,RB,25,90,1,0,0,0,1,1,0,0,49,0,0,3,0.3,0.3,0,0,0,27,37,73,2,25,2,2,1
Guglielmo Vicario,Tottenham Hotspur,1,ITA,GK,GK,28,90,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,51,58,87,0,42,0,0,0
Paul Onuachu,Southampton,32,NGA,FW,FW,30,51,0,0,0,0,0,0,0,0,15,0,0,1,0,0,0,0,0,6,8,75,0,8,0,5,3
Lesley Ugochukwu,Southampton,26,FRA,CM,CM,20,39,0,0,0,0,0,0,0,0,22,1,0,1,0,0,0,0,0,19,19,100,0,12,1,2,2
Adam Armstrong,Southampton,9,ENG,LM,LM,27,76,1,1,0,1,1,1,1,0,29,0,0,0,0.9,0,0.2,2,2,14,19,73,3,13,1,1,0
Cameron Archer,Southampton,19,ENG,FW,FW,23,14,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,5,80,0,4,0,0,0
Adam Lallana,Southampton,10,ENG,CM,CM,36,36,0,0,0,0,0,0,1,0,28,1,1,1,0,0,0,0,0,20,24,83,1,15,0,2,1
Joe Aribo,Southampton,7,NGA,CM,CM,28,54,0,0,0,0,0,0,0,0,25,0,1,1,0,0,0,1,0,15,17,88,1,14,1,2,0
Mateus Fernandes,Southampton,18,POR,CM,"CM,RM,LM",20,90,1,0,0,0,2,2,0,0,44,4,0,1,0.2,0.2,0,1,0,26,31,83,3,15,1,2,0
Tyler Dibling,Southampton,33,ENG,RM,"RM,FW",18,90,0,0,0,0,1,0,0,0,31,2,1,1,0,0,0,3,1,15,18,83,1,17,2,6,1
Ryan Fraser,Southampton,24,SCO,RB,"RB,LB",30,76,0,0,0,0,0,0,0,0,39,1,0,1,0,0,0,1,0,22,29,75,2,21,1,1,1
Yukinari Sugawara,Southampton,16,JPN,RB,RB,24,14,0,0,0,0,0,0,0,0,13,1,0,2,0,0,0,0,0,7,8,87,0,3,0,0,0
Jack Stephens,Southampton,5,ENG,CB,CB,30,90,0,0,0,0,1,0,1,0,53,2,2,2,0,0,0,1,0,33,42,78,1,17,0,0,0
Flynn Downes,Southampton,4,ENG,CB,CB,25,90,0,0,0,0,1,1,0,0,46,1,0,0,0,0,0,1,0,33,37,89,0,27,0,0,0
Taylor Harwood-Bellis,Southampton,6,ENG,CB,CB,22,90,0,0,0,0,0,0,0,0,72,0,0,5,0,0,0,2,0,51,60,85,5,37,1,0,0
Kyle Walker-Peters,Southampton,2,ENG,LB,"LB,RB",27,90,0,0,0,0,0,0,0,0,58,2,0,1,0,0,0,0,0,37,42,88,3,29,4,5,1
Alex McCarthy,Southampton,1,ENG,GK,GK,34,90,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,25,37,67,0,23,0,0,0
Darwin Núñez,Liverpool,9,URU,FW,FW,25,89,0,0,0,0,2,1,0,0,22,1,0,1,0.1,0.1,0.1,1,0,10,16,62,3,11,2,1,0
Wataru Endo,Liverpool,3,JPN,DM,DM,31,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,2,2,100,2,0,0,1,1
Cody Gakpo,Liverpool,18,NED,LW,LW,25,61,0,0,0,0,3,1,1,0,44,0,1,0,0.1,0.1,0.1,5,0,29,37,78,4,38,0,3,2
Luis Díaz,Liverpool,7,COL,LW,LW,27,29,0,0,0,0,3,1,0,0,22,1,0,0,0.1,0.1,0.1,4,0,12,16,75,3,12,3,0,0
Mohamed Salah,Liverpool,11,EGY,RW,RW,32,90,2,0,1,1,6,3,1,0,41,0,1,0,1.9,1.1,0.1,4,0,21,29,72,6,31,6,4,2
Dominik Szoboszlai,Liverpool,8,HUN,AM,"AM,FW",24,90,1,0,0,0,5,2,0,0,66,4,1,1,0.2,0.2,0.2,8,0,46,58,79,4,30,3,2,2
Curtis Jones,Liverpool,17,ENG,DM,DM,23,61,0,0,0,0,2,1,0,0,62,1,0,0,0,0,0,2,0,59,59,100,5,38,0,0,0
Alexis Mac Allister,Liverpool,10,ARG,DM,"DM,AM",25,29,0,0,0,0,1,0,0,0,22,3,0,1,0,0,0.1,5,0,12,16,75,2,7,0,0,0
Ryan Gravenberch,Liverpool,38,NED,DM,DM,22,90,0,1,0,0,1,0,0,0,91,1,2,0,0.4,0.4,0.7,4,1,78,84,92,7,65,4,3,2
Andrew Robertson,Liverpool,26,SCO,LB,LB,30,90,0,0,0,0,0,0,0,0,107,2,0,0,0,0,0.1,7,0,85,100,85,16,42,3,1,0
Virgil van Dijk,Liverpool,4,NED,CB,CB,33,90,0,0,0,0,0,0,0,0,96,0,2,0,0,0,0,2,0,80,89,89,6,52,0,0,0
Ibrahima Konaté,Liverpool,5,FRA,CB,CB,25,90,0,0,0,0,0,0,1,0,75,1,0,0,0,0,0,1,1,66,71,93,5,51,1,0,0
Conor Bradley,Liverpool,84,NIR,RB,RB,21,90,0,0,0,0,3,1,1,0,64,2,0,0,0.2,0.2,0,3,1,44,53,83,1,29,1,2,1
Caoimhín Kelleher,Liverpool,62,IRL,GK,GK,26,90,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,15,20,75,0,12,0,0,0
Liam Delap,Ipswich Town,19,ENG,FW,FW,21,80,0,0,0,0,3,2,0,0,16,0,0,0,1.1,1.1,0,5,0,8,10,80,2,11,1,2,1
Ali Al Hamadi,Ipswich Town,16,IRQ,FW,FW,22,10,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,4,75,0,3,0,0,0
Sammie Szmodics,Ipswich Town,23,IRL,LW,LW,29,64,0,0,0,0,2,1,0,0,14,2,0,1,0.2,0.2,0,0,0,6,9,66,2,8,0,0,0
Jack Clarke,Ipswich Town,47,ENG,LW,LW,24,26,0,0,0,0,0,0,0,0,8,1,0,1,0,0,0.2,1,0,3,5,60,0,5,0,0,0
Wes Burns,Ipswich Town,7,WAL,RW,RW,30,81,0,1,0,0,0,0,0,0,31,0,0,1,0,0,0.2,3,1,16,26,61,0,21,4,3,1
Conor Chaplin,Ipswich Town,10,ENG,RW,RW,27,9,0,0,0,0,1,1,0,0,9,0,0,0,0.2,0.2,0,1,0,5,8,62,0,4,0,0,0
Omari Hutchinson,Ipswich Town,20,ENG,AM,AM,21,90,1,0,0,0,3,2,0,0,63,4,0,2,0.2,0.2,0,3,1,36,44,81,6,35,0,4,2
Jens Cajuste,Ipswich Town,12,SWE,DM,DM,25,64,0,0,0,0,1,0,0,0,45,0,0,1,0.1,0.1,0,0,0,34,41,82,1,17,1,1,1
Jack Taylor,Ipswich Town,14,IRL,DM,DM,26,26,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,7,9,77,2,5,0,0,0
Sam Morsy,Ipswich Town,5,EGY,DM,DM,33,90,0,0,0,0,1,0,0,0,78,0,2,0,0,0,0.1,1,0,68,71,95,3,41,1,1,1
Leif Davis,Ipswich Town,3,ENG,LB,LB,24,90,0,0,0,0,0,0,0,0,33,1,0,0,0,0,0.4,2,0,17,26,65,0,14,1,1,0
Cameron Burgess,Ipswich Town,15,AUS,CB,CB,29,90,0,0,0,0,0,0,0,0,58,1,0,1,0,0,0,1,0,45,52,86,0,30,0,0,0
Dara O'Shea,Ipswich Town,26,IRL,CB,CB,25,90,0,0,0,0,0,0,0,0,73,4,1,1,0,0,0,0,0,49,59,83,2,31,0,0,0
Axel Tuanzebe,Ipswich Town,40,COD,RB,RB,27,90,0,0,0,0,0,0,0,0,68,1,2,0,0,0,0,1,0,51,62,82,3,29,1,0,0
Arijanet Muric,Ipswich Town,1,KVX,GK,GK,26,90,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,19,32,59,1,25,0,0,0
Marcus Rashford,Manchester United,10,ENG,FW,FW,27,67,1,0,0,0,1,1,0,0,12,1,0,0,0.3,0.3,0.1,1,0,8,10,80,2,7,0,0,0
Rasmus Højlund,Manchester United,9,DEN,FW,FW,21,23,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,3,4,75,0,5,2,1,0
Alejandro Garnacho,Manchester United,17,ARG,AM,AM,20,85,0,0,0,0,2,1,0,0,38,1,0,3,0.2,0.2,0,0,0,24,27,88,1,27,4,1,0
Mason Mount,Manchester United,7,ENG,AM,AM,25,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,6,100,0,3,0,1,0
Bruno Fernandes,Manchester United,8,POR,AM,"AM,CM",30,90,0,0,0,0,3,0,0,0,64,1,1,0,0.2,0.2,0.3,9,0,49,56,87,6,39,0,3,1
Christian Eriksen,Manchester United,14,DEN,CM,CM,32,67,0,0,0,0,1,0,0,0,49,1,1,0,0,0,0,0,0,33,43,76,1,28,1,0,0
Joshua Zirkzee,Manchester United,11,NED,AM,AM,23,23,0,0,0,0,1,0,0,0,13,1,0,0,0,0,0,0,0,7,11,63,0,5,1,0,0
Casemiro,Manchester United,18,BRA,CM,CM,32,55,0,0,0,0,0,0,0,0,27,1,0,0,0,0,0,1,0,16,23,69,0,16,0,0,0
Manuel Ugarte Ribeiro,Manchester United,25,URU,CM,CM,23,35,0,0,0,0,0,0,0,0,33,1,1,1,0,0,0.1,1,0,25,27,92,2,20,0,0,0
Diogo Dalot,Manchester United,20,POR,WB,WB,25,90,0,0,0,0,1,1,0,0,72,4,0,2,0,0,0,1,0,46,62,74,1,31,0,0,0
Amad Diallo,Manchester United,16,CIV,WB,WB,22,90,0,1,0,0,2,1,0,0,67,0,0,1,0.1,0.1,0.3,5,2,47,52,90,1,40,4,5,2
Jonny Evans,Manchester United,35,NIR,CB,CB,36,55,0,0,0,0,0,0,0,0,60,0,3,0,0,0,0,0,0,47,52,90,0,42,0,0,0
Luke Shaw,Manchester United,23,ENG,CB,CB,29,35,0,0,0,0,0,0,0,0,63,1,1,1,0,0,0,0,0,52,59,88,6,48,1,0,0
Matthijs de Ligt,Manchester United,4,NED,CB,CB,25,90,0,0,0,0,0,0,0,0,86,0,2,1,0,0,0,0,0,80,81,98,1,67,0,0,0
Noussair Mazraoui,Manchester United,3,MAR,CB,CB,27,90,0,0,0,0,0,0,0,0,122,3,1,0,0,0,0,2,0,104,114,91,1,92,0,3,2
André Onana,Manchester United,24,CMR,GK,GK,28,90,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,41,51,80,0,43,0,0,0
Alexander Isak,Newcastle United,14,SWE,FW,FW,25,90,0,0,0,0,6,0,0,0,31,0,0,0,0.7,0.7,0,4,0,19,23,82,1,20,0,0,0
Anthony Gordon,Newcastle United,10,ENG,LW,"LW,RW,AM",23,67,0,0,0,0,3,1,0,0,34,0,0,1,0.4,0.4,0.1,2,0,19,28,67,6,21,3,0,0
Callum Wilson,Newcastle United,9,ENG,FW,FW,32,23,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,2,100,0,3,0,0,0
Joelinton,Newcastle United,7,BRA,RW,"RW,LM",28,68,0,0,0,0,0,0,0,0,41,2,1,1,0,0,0,5,0,27,35,77,5,27,1,2,1
Jacob Murphy,Newcastle United,23,ENG,RM,RM,29,22,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,8,19,42,1,15,2,1,0
Joe Willock,Newcastle United,28,ENG,LM,LM,25,45,0,0,0,0,2,0,0,0,26,2,0,1,0.2,0.2,0,1,0,9,11,81,1,13,0,3,1
Harvey Barnes,Newcastle United,11,ENG,LM,"LM,LW",26,45,0,0,0,0,0,0,0,0,28,1,0,0,0,0,0,2,0,18,25,72,2,20,4,1,1
Bruno Guimarães,Newcastle United,39,BRA,CM,"CM,DM",27,83,0,0,0,0,0,0,0,0,69,1,1,2,0,0,0.4,7,0,54,60,90,11,46,0,1,1
Kieran Trippier,Newcastle United,2,ENG,RB,"RB,CM",34,7,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,13,17,76,2,11,1,0,0
Sean Longstaff,Newcastle United,36,ENG,RM,RM,27,56,0,0,0,0,1,1,0,0,29,1,0,2,0.1,0.1,0,1,0,20,23,87,2,20,0,1,0
Sandro Tonali,Newcastle United,8,ITA,CM,"CM,DM",24,34,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,2,0,16,18,88,1,13,1,0,0
Lewis Hall,Newcastle United,20,ENG,LB,"LB,CM",20,90,0,0,0,0,3,0,0,0,91,6,0,0,0.1,0.1,0.2,2,0,66,78,84,6,47,3,1,0
Lloyd Kelly,Newcastle United,25,ENG,CB,CB,26,90,0,0,0,0,1,0,1,0,80,3,0,2,0.2,0.2,0,1,0,60,71,84,3,52,0,0,0
Fabian Schär,Newcastle United,5,SUI,CB,CB,32,90,0,0,0,0,2,0,0,0,89,1,5,1,0,0,0,1,0,62,75,82,5,60,2,0,0
Valentino Livramento,Newcastle United,21,ENG,RB,"RB,LB",22,90,0,0,0,0,0,0,0,0,71,3,0,0,0,0,0.3,4,0,54,61,88,13,40,3,3,1
Nick Pope,Newcastle United,22,ENG,GK,GK,32,90,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,27,30,90,0,27,0,0,0
Michail Antonio,West Ham United,9,JAM,FW,FW,34,74,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,2,0,12,19,63,1,16,5,1,0
Danny Ings,West Ham United,18,ENG,FW,FW,32,16,0,0,0,0,2,0,0,0,17,1,1,0,0.1,0.1,0.1,2,0,10,11,90,1,9,2,0,0
Crysencio Summerville,West Ham United,7,NED,LW,LW,23,83,0,0,0,0,0,0,0,0,35,2,0,1,0,0,0,2,0,23,26,88,3,22,4,4,1
Andy Irving,West Ham United,39,SCO,AM,AM,24,7,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,9,9,100,1,7,0,0,0
Jarrod Bowen,West Ham United,20,ENG,RW,RW,27,90,0,1,0,0,4,2,0,0,54,2,2,1,0.2,0.2,0.2,9,2,33,35,94,4,37,4,8,4
Carlos Soler,West Ham United,4,ESP,AM,AM,27,83,0,0,0,0,4,1,0,0,59,0,0,2,0.1,0.1,0,2,0,45,51,88,2,31,1,2,1
Guido Rodríguez,West Ham United,24,ARG,DM,"DM,AM",30,7,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,6,6,100,0,1,0,0,0
Lucas Paquetá,West Ham United,10,BRA,DM,"DM,LW",27,90,0,0,0,0,1,0,0,0,84,6,1,1,0.1,0.1,0.1,6,1,57,71,80,2,42,0,0,0
Tomáš Souček,West Ham United,28,CZE,DM,DM,29,90,1,0,0,0,3,2,0,0,45,0,0,4,0.3,0.3,0,0,0,22,30,73,1,21,0,1,0
Emerson Palmieri,West Ham United,33,ITA,LB,LB,30,74,0,1,0,0,0,0,0,0,54,6,0,0,0,0,0.1,1,1,33,44,75,1,18,1,0,0
Vladimír Coufal,West Ham United,5,CZE,RB,RB,32,16,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0.1,1,0,10,13,76,2,4,0,0,0
Max Kilman,West Ham United,26,ENG,CB,CB,27,90,0,0,0,0,0,0,0,0,49,0,1,3,0,0,0,0,0,31,35,88,1,21,0,1,1
Jean-Clair Todibo,West Ham United,25,FRA,CB,CB,24,56,0,0,0,0,0,0,0,0,35,1,2,1,0,0,0,0,0,23,28,82,0,23,0,0,0
Konstantinos Mavropanos,West Ham United,15,GRE,CB,CB,26,34,0,0,0,0,0,0,0,0,27,2,1,0,0,0,0,0,0,20,22,90,3,14,0,0,0
Aaron Wan-Bissaka,West Ham United,29,ENG,RB,"RB,LB",26,90,1,0,0,0,1,1,0,0,76,3,2,1,0.1,0.1,0,0,0,50,58,86,6,37,2,5,1
Łukasz Fabiański,West Ham United,1,POL,GK,GK,39,90,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,1,0,30,53,56,0,27,0,0,0
João Pedro,Brighton & Hove Albion,9,BRA,FW,FW,23,71,0,0,0,0,3,1,0,0,38,0,0,1,0.1,0.1,0,2,0,22,25,88,4,28,2,5,3
Simon Adingra,Brighton & Hove Albion,11,CIV,FW,"FW,RM",22,19,0,0,0,0,1,1,0,0,9,0,0,0,0,0,0.1,1,0,5,6,83,0,8,1,2,1
Danny Welbeck,Brighton & Hove Albion,18,ENG,FW,FW,34,78,0,0,0,0,2,0,0,0,19,0,0,0,0.2,0.2,0,0,0,9,9,100,3,12,0,3,1
Evan Ferguson,Brighton & Hove Albion,28,IRL,FW,FW,20,12,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,50,0,3,1,0,0
Kaoru Mitoma,Brighton & Hove Albion,22,JPN,LM,LM,27,90,1,0,0,0,2,1,0,0,56,1,0,2,0.6,0.6,0.1,9,0,39,45,86,6,35,8,3,1
Yasin Ayari,Brighton & Hove Albion,26,SWE,CM,CM,21,90,0,0,0,0,1,0,0,0,62,4,2,0,0.1,0.1,0,3,0,45,51,88,7,31,1,3,1
Matt O'Riley,Brighton & Hove Albion,33,DEN,CM,CM,24,71,0,0,0,0,2,1,1,0,29,1,0,0,0,0,0,1,1,17,23,73,5,11,1,0,0
Mats Wieffer,Brighton & Hove Albion,27,NED,CM,CM,25,19,0,0,0,0,1,0,1,0,23,0,0,1,0.1,0.1,0,1,0,15,17,88,2,9,0,0,0
Georginio Rutter,Brighton & Hove Albion,14,FRA,RM,"RM,FW",22,87,0,0,0,0,6,0,0,0,22,3,0,0,0.4,0.4,0,4,0,5,10,50,1,13,3,3,2
Yankuba Minteh,Brighton & Hove Albion,17,GAM,RM,RM,20,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0.1,2,0,7,9,77,1,5,1,0,0
Pervis Estupiñán,Brighton & Hove Albion,30,ECU,LB,LB,26,90,0,0,0,0,1,0,0,0,90,2,0,1,0,0,0.3,8,0,65,82,79,6,48,2,0,0
Igor,Brighton & Hove Albion,3,BRA,CB,CB,26,90,0,0,0,0,0,0,0,0,86,0,0,4,0,0,0.2,3,0,72,78,92,8,55,0,0,0
Jan Paul van Hecke,Brighton & Hove Albion,29,NED,CB,"CB,RB",24,90,0,0,0,0,2,1,0,0,73,1,0,2,0.1,0.1,0.1,1,0,60,65,92,4,48,1,0,0
Tariq Lamptey,Brighton & Hove Albion,2,GHA,RB,RB,24,71,0,1,0,0,0,0,0,0,38,2,1,3,0,0,0.1,1,1,23,27,85,1,20,3,2,0
Lewis Dunk,Brighton & Hove Albion,5,ENG,CB,CB,33,19,0,0,0,0,1,0,0,0,33,0,0,0,0.1,0.1,0,0,0,29,30,96,4,17,0,0,0
Bart Verbruggen,Brighton & Hove Albion,1,NED,GK,GK,22,90,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,24,30,80,0,23,0,0,0
